24.0,19.41,19.78,20.34,22.34,24.34,24.91,25.28
24.1,19.53,19.9,20.47,22.47,24.47,25.03,25.4
24.2,19.66,20.03,20.6,22.59,24.59,25.16,25.53
24.3,19.79,20.16,20.72,22.72,24.72,25.29,25.66
24.4,19.91,20.28,20.85,22.85,24.85,25.41,25.78
24.5,20.04,20.41,20.98,22.98,24.97,25.54,25.91
24.6,20.17,20.54,21.1,23.1,25.1,25.67,26.04
25.0,20.29,20.66,21.23,23.23,25.23,25.79,26.16
25.1,20.42,20.79,21.36,23.36,25.35,25.92,26.29
25.2,20.55,20.92,21.48,23.48,25.48,26.05,26.42
25.3,20.68,21.04,21.61,23.61,25.61,26.18,26.54
25.4,20.8,21.17,21.74,23.74,25.74,26.3,26.67
25.5,20.93,21.3,21.86,23.86,25.86,26.43,26.8
25.6,21.06,21.42,21.99,23.99,25.99,26.56,26.92
26.0,21.18,21.55,22.12,24.12,26.12,26.68,27.05
26.1,21.31,21.68,22.24,24.24,26.24,26.81,27.18
26.2,21.44,21.8,22.37,24.37,26.37,26.94,27.3
26.3,21.56,21.93,22.5,24.5,26.5,27.06,27.43
26.4,21.69,22.06,22.62,24.62,26.62,27.19,27.56
26.5,21.82,22.18,22.75,24.75,26.75,27.32,27.68
26.6,21.94,22.31,22.88,24.88,26.88,27.44,27.81
27.0,22.07,22.44,23.01,25,27,27.57,27.94
27.1,22.2,22.57,23.13,25.13,27.13,27.7,28.06
27.2,22.32,22.69,23.26,25.26,27.26,27.82,28.19
27.3,22.45,22.82,23.39,25.38,27.38,27.95,28.32
27.4,22.58,22.95,23.51,25.51,27.51,28.08,28.45
27.5,22.7,23.07,23.64,25.64,27.64,28.2,28.57
27.6,22.83,23.2,23.77,25.77,27.76,28.33,28.7
28.0,22.96,23.33,23.89,25.89,27.89,28.46,28.83
28.1,23.08,23.45,24.02,26.02,28.02,28.58,28.95
28.2,23.21,23.58,24.15,26.15,28.14,28.71,29.08
28.3,23.34,23.71,24.27,26.27,28.27,28.84,29.21
28.4,23.47,23.83,24.4,26.4,28.4,28.96,29.33
28.5,23.59,23.96,24.53,26.53,28.53,29.09,29.46
28.6,23.72,24.09,24.65,26.65,28.65,29.22,29.59
29.0,23.85,24.21,24.78,26.78,28.78,29.35,29.71
29.1,23.97,24.34,24.91,26.91,28.91,29.47,29.84
29.2,24.1,24.47,25.03,27.03,29.03,29.6,29.97
29.3,24.23,24.59,25.16,27.16,29.16,29.73,30.09
29.4,24.35,24.72,25.29,27.29,29.29,29.85,30.22
29.5,24.48,24.85,25.41,27.41,29.41,29.98,30.35
29.6,24.61,24.97,25.54,27.54,29.54,30.11,30.47
30.0,24.73,25.1,25.67,27.67,29.67,30.23,30.6
30.1,24.86,25.23,25.79,27.79,29.79,30.36,30.73
30.2,24.99,25.35,25.92,27.92,29.92,30.49,30.85
30.3,25.11,25.48,26.05,28.05,30.05,30.61,30.98
30.4,25.24,25.61,26.18,28.17,30.17,30.74,31.11
30.5,25.37,25.74,26.3,28.3,30.3,30.87,31.24
30.6,25.49,25.86,26.43,28.43,30.43,30.99,31.36
31.0,25.62,25.99,26.56,28.55,30.55,31.12,31.49
31.1,25.75,26.12,26.68,28.68,30.68,31.25,31.62
31.2,25.87,26.24,26.81,28.81,30.81,31.37,31.74
31.3,26,26.37,26.94,28.94,30.93,31.5,31.87
31.4,26.13,26.5,27.06,29.06,31.06,31.63,32
31.5,26.25,26.62,27.19,29.19,31.19,31.75,32.12
31.6,26.38,26.75,27.32,29.32,31.31,31.88,32.25
32.0,26.51,26.88,27.44,29.44,31.44,32.01,32.38
32.1,26.64,27,27.57,29.57,31.57,32.14,32.5
32.2,26.76,27.13,27.7,29.7,31.7,32.26,32.63
32.3,26.89,27.26,27.82,29.82,31.82,32.39,32.76
32.4,27.02,27.38,27.95,29.95,31.95,32.52,32.88
32.5,27.14,27.51,28.08,30.08,32.08,32.64,33.01
32.6,27.27,27.64,28.2,30.2,32.2,32.77,33.14
